"position","date_of_birth","caps","goals","club","player_url","name","club_name_detailed","club_url","country","wikidata_item","position_id","club_wikidata_item","club_wikidata_id"
"Defender","1995-02-11",2,0,"Sampdoria","https://en.wikipedia.org/wiki/Milan_%C5%A0kriniar","Milan Škriniar","U.C. Sampdoria","https://en.wikipedia.org/wiki/U.C._Sampdoria","Slovakia","https://www.wikidata.org/wiki/Q891520",2,"https://www.wikidata.org/wiki/Q1457","Q1457"
"Defender","1985-09-17",44,0,"Dynamo Moscow","https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Hubo%C4%8Dan","Tomáš Hubočan","FC Dynamo Moscow","https://en.wikipedia.org/wiki/FC_Dynamo_Moscow","Slovakia","https://www.wikidata.org/wiki/Q603051",2,"https://www.wikidata.org/wiki/Q17497","Q17497"
"Defender","1985-01-24",37,2,"Slovan Bratislava","https://en.wikipedia.org/wiki/Kornel_Sal%C3%A1ta","Kornel Saláta","ŠK Slovan Bratislava","https://en.wikipedia.org/wiki/%C5%A0K_Slovan_Bratislava","Slovakia","https://www.wikidata.org/wiki/Q247780",2,"https://www.wikidata.org/wiki/Q192253","Q192253"
"Midfield","1987-07-27",87,18,"Napoli","https://en.wikipedia.org/wiki/Marek_Ham%C5%A1%C3%ADk","Marek Hamšík","S.S.C. Napoli","https://en.wikipedia.org/wiki/S.S.C._Napoli","Slovakia","https://www.wikidata.org/wiki/Q201825",3,"https://www.wikidata.org/wiki/Q2641","Q2641"
"Defender","1985-08-01",39,1,"1. FC Köln","https://en.wikipedia.org/wiki/Du%C5%A1an_%C5%A0vento","Dušan Švento","1. FC Köln","https://en.wikipedia.org/wiki/1._FC_K%C3%B6ln","Slovakia","https://www.wikidata.org/wiki/Q650363",2,"https://www.wikidata.org/wiki/Q104770","Q104770"
"Midfield","1987-02-26",47,5,"Milan","https://en.wikipedia.org/wiki/Juraj_Kucka","Juraj Kucka","A.C. Milan","https://en.wikipedia.org/wiki/A.C._Milan","Slovakia","https://www.wikidata.org/wiki/Q314093",3,"https://www.wikidata.org/wiki/Q1543","Q1543"
"Midfield","1991-03-08",27,7,"PAOK","https://en.wikipedia.org/wiki/R%C3%B3bert_Mak","Róbert Mak","PAOK FC","https://en.wikipedia.org/wiki/PAOK_FC","Slovakia","https://www.wikidata.org/wiki/Q59786",3,"https://www.wikidata.org/wiki/Q204888","Q204888"
"Forward","1988-06-01",26,4,"Viktoria Plzeň","https://en.wikipedia.org/wiki/Michal_%C4%8Euri%C5%A1","Michal Ďuriš","FC Viktoria Plzeň","https://en.wikipedia.org/wiki/FC_Viktoria_Plze%C5%88","Slovakia","https://www.wikidata.org/wiki/Q2501422",4,"https://www.wikidata.org/wiki/Q206838","Q206838"
"Midfield","1983-05-24",32,1,"Žilina","https://en.wikipedia.org/wiki/Viktor_Pe%C4%8Dovsk%C3%BD","Viktor Pečovský","MŠK Žilina","https://en.wikipedia.org/wiki/M%C5%A0K_%C5%BDilina","Slovakia","https://www.wikidata.org/wiki/Q1324781",3,"https://www.wikidata.org/wiki/Q209640","Q209640"
"Goalkeeper","1983-12-27",17,0,"Viktoria Plzeň","https://en.wikipedia.org/wiki/Mat%C3%BA%C5%A1_Koz%C3%A1%C4%8Dik","Matúš Kozáčik","FC Viktoria Plzeň","https://en.wikipedia.org/wiki/FC_Viktoria_Plze%C5%88","Slovakia","https://www.wikidata.org/wiki/Q1383333",1,"https://www.wikidata.org/wiki/Q206838","Q206838"
"Goalkeeper","1986-03-27",65,0,"Bayern Munich","https://en.wikipedia.org/wiki/Manuel_Neuer","Manuel Neuer","FC Bayern Munich","https://en.wikipedia.org/wiki/FC_Bayern_Munich","Germany","https://www.wikidata.org/wiki/Q107365",1,"https://www.wikidata.org/wiki/Q15789","Q15789"
"Defender","1992-04-17",10,0,"Valencia","https://en.wikipedia.org/wiki/Shkodran_Mustafi","Shkodran Mustafi","Valencia CF","https://en.wikipedia.org/wiki/Valencia_CF","Germany","https://www.wikidata.org/wiki/Q694014",2,"https://www.wikidata.org/wiki/Q10333","Q10333"
"Defender","1990-05-27",14,1,"1. FC Köln","https://en.wikipedia.org/wiki/Jonas_Hector","Jonas Hector","1. FC Köln","https://en.wikipedia.org/wiki/1._FC_K%C3%B6ln","Germany","https://www.wikidata.org/wiki/Q994561",2,"https://www.wikidata.org/wiki/Q104770","Q104770"
"Defender","1988-02-29",34,2,"Schalke 04","https://en.wikipedia.org/wiki/Benedikt_H%C3%B6wedes","Benedikt Höwedes","FC Schalke 04","https://en.wikipedia.org/wiki/FC_Schalke_04","Germany","https://www.wikidata.org/wiki/Q152897",2,"https://www.wikidata.org/wiki/Q32494","Q32494"
"Defender","1988-12-16",46,4,"Borussia Dortmund","https://en.wikipedia.org/wiki/Mats_Hummels","Mats Hummels","Borussia Dortmund","https://en.wikipedia.org/wiki/Borussia_Dortmund","Germany","https://www.wikidata.org/wiki/Q110053",2,"https://www.wikidata.org/wiki/Q41420","Q41420"
"Midfield","1987-04-04",60,5,"Juventus","https://en.wikipedia.org/wiki/Sami_Khedira","Sami Khedira","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Germany","https://www.wikidata.org/wiki/Q54094",3,"https://www.wikidata.org/wiki/Q1422","Q1422"
"Midfield","1984-08-01",115,23,"Manchester United","https://en.wikipedia.org/wiki/Bastian_Schweinsteiger","Bastian Schweinsteiger","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","Germany","https://www.wikidata.org/wiki/Q44298",3,"https://www.wikidata.org/wiki/Q18656","Q18656"
"Midfield","1988-10-15",73,19,"Arsenal","https://en.wikipedia.org/wiki/Mesut_%C3%96zil","Mesut Özil","Arsenal F.C.","https://en.wikipedia.org/wiki/Arsenal_F.C.","Germany","https://www.wikidata.org/wiki/Q83488",3,"https://www.wikidata.org/wiki/Q9617","Q9617"
"Midfield","1990-11-06",52,20,"VfL Wolfsburg","https://en.wikipedia.org/wiki/Andr%C3%A9_Sch%C3%BCrrle","André Schürrle","VfL Wolfsburg","https://en.wikipedia.org/wiki/VfL_Wolfsburg","Germany","https://www.wikidata.org/wiki/Q58377",3,"https://www.wikidata.org/wiki/Q101859","Q101859"
"Forward","1985-06-04",128,48,"Galatasaray","https://en.wikipedia.org/wiki/Lukas_Podolski","Lukas Podolski","Galatasaray S.K. (football)","https://en.wikipedia.org/wiki/Galatasaray_S.K._(football)","Germany","https://www.wikidata.org/wiki/Q134976",4,"https://www.wikidata.org/wiki/Q495299","Q495299"
"Midfield","1993-09-20",19,1,"VfL Wolfsburg","https://en.wikipedia.org/wiki/Julian_Draxler","Julian Draxler","VfL Wolfsburg","https://en.wikipedia.org/wiki/VfL_Wolfsburg","Germany","https://www.wikidata.org/wiki/Q315697",3,"https://www.wikidata.org/wiki/Q101859","Q101859"
"Goalkeeper","1992-03-04",1,0,"Bayer Leverkusen","https://en.wikipedia.org/wiki/Bernd_Leno","Bernd Leno","Bayer 04 Leverkusen","https://en.wikipedia.org/wiki/Bayer_04_Leverkusen","Germany","https://www.wikidata.org/wiki/Q309966",1,"https://www.wikidata.org/wiki/Q104761","Q104761"
"Forward","1989-09-13",71,32,"Bayern Munich","https://en.wikipedia.org/wiki/Thomas_M%C3%BCller","Thomas Müller","FC Bayern Munich","https://en.wikipedia.org/wiki/FC_Bayern_Munich","Germany","https://www.wikidata.org/wiki/Q43666",4,"https://www.wikidata.org/wiki/Q15789","Q15789"
"Midfield","1994-01-12",6,0,"Liverpool","https://en.wikipedia.org/wiki/Emre_Can","Emre Can","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Germany","https://www.wikidata.org/wiki/Q27694",3,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Midfield","1995-09-08",1,0,"Borussia Dortmund","https://en.wikipedia.org/wiki/Julian_Weigl","Julian Weigl","Borussia Dortmund","https://en.wikipedia.org/wiki/Borussia_Dortmund","Germany","https://www.wikidata.org/wiki/Q15844698",3,"https://www.wikidata.org/wiki/Q41420","Q41420"
"Defender","1996-02-11",1,0,"Bayer Leverkusen","https://en.wikipedia.org/wiki/Jonathan_Tah","Jonathan Tah","Bayer 04 Leverkusen","https://en.wikipedia.org/wiki/Bayer_04_Leverkusen","Germany","https://www.wikidata.org/wiki/Q14640027",2,"https://www.wikidata.org/wiki/Q104761","Q104761"
"Defender","1988-09-03",59,0,"Bayern Munich","https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Boateng","Jérôme Boateng","FC Bayern Munich","https://en.wikipedia.org/wiki/FC_Bayern_Munich","Germany","https://www.wikidata.org/wiki/Q151260",2,"https://www.wikidata.org/wiki/Q15789","Q15789"
"Midfield","1990-01-04",65,11,"Real Madrid","https://en.wikipedia.org/wiki/Toni_Kroos","Toni Kroos","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Germany","https://www.wikidata.org/wiki/Q131234",3,"https://www.wikidata.org/wiki/Q8682","Q8682"
"Midfield","1992-06-03",52,17,"Bayern Munich","https://en.wikipedia.org/wiki/Mario_G%C3%B6tze","Mario Götze","FC Bayern Munich","https://en.wikipedia.org/wiki/FC_Bayern_Munich","Germany","https://www.wikidata.org/wiki/Q104454",3,"https://www.wikidata.org/wiki/Q15789","Q15789"
"Midfield","1996-01-11",3,0,"Schalke 04","https://en.wikipedia.org/wiki/Leroy_San%C3%A9","Leroy Sané","FC Schalke 04","https://en.wikipedia.org/wiki/FC_Schalke_04","Germany","https://www.wikidata.org/wiki/Q16499882",3,"https://www.wikidata.org/wiki/Q32494","Q32494"
"Defender","1995-02-08",1,0,"Bayern Munich","https://en.wikipedia.org/wiki/Joshua_Kimmich","Joshua Kimmich","FC Bayern Munich","https://en.wikipedia.org/wiki/FC_Bayern_Munich","Germany","https://www.wikidata.org/wiki/Q13865408",2,"https://www.wikidata.org/wiki/Q15789","Q15789"
"Goalkeeper","1992-04-30",6,0,"Barcelona","https://en.wikipedia.org/wiki/Marc-Andr%C3%A9_ter_Stegen","Marc-André ter Stegen","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Germany","https://www.wikidata.org/wiki/Q160472",1,"https://www.wikidata.org/wiki/Q7156","Q7156"
"Forward","1985-07-10",64,27,"Beşiktaş","https://en.wikipedia.org/wiki/Mario_G%C3%B3mez","Mario Gómez","Beşiktaş J.K.","https://en.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F_J.K.","Germany","https://www.wikidata.org/wiki/Q45766",4,"https://www.wikidata.org/wiki/Q172567","Q172567"
"Goalkeeper","1988-01-29",4,0,"Beşiktaş","https://en.wikipedia.org/wiki/Denys_Boyko","Denys Boyko","Beşiktaş J.K.","https://en.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F_J.K.","Ukraine","https://www.wikidata.org/wiki/Q2425800",1,"https://www.wikidata.org/wiki/Q172567","Q172567"
"Defender","1991-01-13",17,0,"Amkar Perm","https://en.wikipedia.org/wiki/Bohdan_Butko","Bohdan Butko","FC Amkar Perm","https://en.wikipedia.org/wiki/FC_Amkar_Perm","Ukraine","https://www.wikidata.org/wiki/Q508512",2,"https://www.wikidata.org/wiki/Q274642","Q274642"
"Defender","1987-07-28",42,3,"Dynamo Kyiv","https://en.wikipedia.org/wiki/Yevhen_Khacheridi","Yevhen Khacheridi","FC Dynamo Kyiv","https://en.wikipedia.org/wiki/FC_Dynamo_Kyiv","Ukraine","https://www.wikidata.org/wiki/Q314391",2,"https://www.wikidata.org/wiki/Q179075","Q179075"
"Midfield","1979-03-30",143,4,"Kairat Almaty","https://en.wikipedia.org/wiki/Anatoliy_Tymoshchuk","Anatoliy Tymoshchuk","FC Kairat","https://en.wikipedia.org/wiki/FC_Kairat","Ukraine","https://www.wikidata.org/wiki/Q44181",3,"https://www.wikidata.org/wiki/Q420594","Q420594"
"Defender","1982-10-22",50,2,"Shakhtar Donetsk","https://en.wikipedia.org/wiki/Oleksandr_Kucher","Oleksandr Kucher","FC Shakhtar Donetsk","https://en.wikipedia.org/wiki/FC_Shakhtar_Donetsk","Ukraine","https://www.wikidata.org/wiki/Q355816",2,"https://www.wikidata.org/wiki/Q172969","Q172969"
"Midfield","1989-08-08",29,3,"Shakhtar Donetsk","https://en.wikipedia.org/wiki/Taras_Stepanenko","Taras Stepanenko","FC Shakhtar Donetsk","https://en.wikipedia.org/wiki/FC_Shakhtar_Donetsk","Ukraine","https://www.wikidata.org/wiki/Q963580",3,"https://www.wikidata.org/wiki/Q172969","Q172969"
"Midfield","1989-10-23",59,25,"Dynamo Kyiv","https://en.wikipedia.org/wiki/Andriy_Yarmolenko","Andriy Yarmolenko","FC Dynamo Kyiv","https://en.wikipedia.org/wiki/FC_Dynamo_Kyiv","Ukraine","https://www.wikidata.org/wiki/Q310328",3,"https://www.wikidata.org/wiki/Q179075","Q179075"
"Forward","1989-11-17",26,4,"Dnipro Dnipropetrovsk","https://en.wikipedia.org/wiki/Roman_Zozulya","Roman Zozulya","FC Dnipro Dnipropetrovsk","https://en.wikipedia.org/wiki/FC_Dnipro_Dnipropetrovsk","Ukraine","https://www.wikidata.org/wiki/Q926533",4,"https://www.wikidata.org/wiki/Q175687","Q175687"
"Midfield","1996-02-14",3,0,"Shakhtar Donetsk","https://en.wikipedia.org/wiki/Viktor_Kovalenko_(footballer)","Viktor Kovalenko","FC Shakhtar Donetsk","https://en.wikipedia.org/wiki/FC_Shakhtar_Donetsk","Ukraine","https://www.wikidata.org/wiki/Q19060781",3,"https://www.wikidata.org/wiki/Q172969","Q172969"
"Midfield","1989-09-29",53,13,"Sevilla","https://en.wikipedia.org/wiki/Yevhen_Konoplyanka","Yevhen Konoplyanka","Sevilla FC","https://en.wikipedia.org/wiki/Sevilla_FC","Ukraine","https://www.wikidata.org/wiki/Q284078",3,"https://www.wikidata.org/wiki/Q10329","Q10329"
"Forward","1985-07-20",50,11,"Kuban Krasnodar","https://en.wikipedia.org/wiki/Yevhen_Seleznyov","Yevhen Seleznyov","FC Kuban Krasnodar","https://en.wikipedia.org/wiki/FC_Kuban_Krasnodar","Ukraine","https://www.wikidata.org/wiki/Q348801",4,"https://www.wikidata.org/wiki/Q29103","Q29103"
"Goalkeeper","1984-06-28",64,0,"Shakhtar Donetsk","https://en.wikipedia.org/wiki/Andriy_Pyatov","Andriy Pyatov","FC Shakhtar Donetsk","https://en.wikipedia.org/wiki/FC_Shakhtar_Donetsk","Ukraine","https://www.wikidata.org/wiki/Q215297",1,"https://www.wikidata.org/wiki/Q172969","Q172969"
"Defender","1979-05-13",54,0,"Shakhtar Donetsk","https://en.wikipedia.org/wiki/Vyacheslav_Shevchuk","Vyacheslav Shevchuk","FC Shakhtar Donetsk","https://en.wikipedia.org/wiki/FC_Shakhtar_Donetsk","Ukraine","https://www.wikidata.org/wiki/Q502891",2,"https://www.wikidata.org/wiki/Q172969","Q172969"
"Midfield","1981-10-29",88,7,"Dnipro Dnipropetrovsk","https://en.wikipedia.org/wiki/Ruslan_Rotan","Ruslan Rotan","FC Dnipro Dnipropetrovsk","https://en.wikipedia.org/wiki/FC_Dnipro_Dnipropetrovsk","Ukraine","https://www.wikidata.org/wiki/Q296986",3,"https://www.wikidata.org/wiki/Q175687","Q175687"
"Forward","1992-03-10",6,0,"Zorya Luhansk","https://en.wikipedia.org/wiki/Pylyp_Budkivskyi","Pylyp Budkivskyi","FC Zorya Luhansk","https://en.wikipedia.org/wiki/FC_Zorya_Luhansk","Ukraine","https://www.wikidata.org/wiki/Q2598340",4,"https://www.wikidata.org/wiki/Q754307","Q754307"
"Midfield","1991-05-02",12,2,"Dynamo Kyiv","https://en.wikipedia.org/wiki/Serhiy_Sydorchuk","Serhiy Sydorchuk","FC Dynamo Kyiv","https://en.wikipedia.org/wiki/FC_Dynamo_Kyiv","Ukraine","https://www.wikidata.org/wiki/Q1442391",3,"https://www.wikidata.org/wiki/Q179075","Q179075"
"Defender","1985-04-26",49,2,"Dnipro Dnipropetrovsk","https://en.wikipedia.org/wiki/Artem_Fedetskyi","Artem Fedetskyi","FC Dnipro Dnipropetrovsk","https://en.wikipedia.org/wiki/FC_Dnipro_Dnipropetrovsk","Ukraine","https://www.wikidata.org/wiki/Q2531481",2,"https://www.wikidata.org/wiki/Q175687","Q175687"
"Midfield","1990-04-01",9,0,"Dynamo Kyiv","https://en.wikipedia.org/wiki/Serhiy_Rybalka","Serhiy Rybalka","FC Dynamo Kyiv","https://en.wikipedia.org/wiki/FC_Dynamo_Kyiv","Ukraine","https://www.wikidata.org/wiki/Q2485012",3,"https://www.wikidata.org/wiki/Q179075","Q179075"
"Midfield","1990-04-19",27,2,"Dynamo Kyiv","https://en.wikipedia.org/wiki/Denys_Harmash","Denys Harmash","FC Dynamo Kyiv","https://en.wikipedia.org/wiki/FC_Dynamo_Kyiv","Ukraine","https://www.wikidata.org/wiki/Q348432",3,"https://www.wikidata.org/wiki/Q179075","Q179075"
"Defender","1989-08-03",40,4,"Shakhtar Donetsk","https://en.wikipedia.org/wiki/Yaroslav_Rakitskiy","Yaroslav Rakitskiy","FC Shakhtar Donetsk","https://en.wikipedia.org/wiki/FC_Shakhtar_Donetsk","Ukraine","https://www.wikidata.org/wiki/Q328882",2,"https://www.wikidata.org/wiki/Q172969","Q172969"
"Midfield","1996-12-15",3,1,"Ufa","https://en.wikipedia.org/wiki/Oleksandr_Zinchenko_(footballer)","Oleksandr Zinchenko","FC Ufa","https://en.wikipedia.org/wiki/FC_Ufa","Ukraine","https://www.wikidata.org/wiki/Q19636859",3,"https://www.wikidata.org/wiki/Q2137561","Q2137561"
"Midfield","1992-06-02",3,0,"Zorya Luhansk","https://en.wikipedia.org/wiki/Oleksandr_Karavayev","Oleksandr Karavayev","FC Zorya Luhansk","https://en.wikipedia.org/wiki/FC_Zorya_Luhansk","Ukraine","https://www.wikidata.org/wiki/Q7086249",3,"https://www.wikidata.org/wiki/Q754307","Q754307"
"Goalkeeper","1993-01-26",0,0,"Zorya Luhansk","https://en.wikipedia.org/wiki/Mykyta_Shevchenko","Mykyta Shevchenko","FC Zorya Luhansk","https://en.wikipedia.org/wiki/FC_Zorya_Luhansk","Ukraine","https://www.wikidata.org/wiki/Q6947610",1,"https://www.wikidata.org/wiki/Q754307","Q754307"
"Goalkeeper","1990-04-18",26,0,"Roma","https://en.wikipedia.org/wiki/Wojciech_Szcz%C4%99sny","Wojciech Szczęsny","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Poland","https://www.wikidata.org/wiki/Q188997",1,"https://www.wikidata.org/wiki/Q2739","Q2739"
"Defender","1987-09-21",17,0,"Legia Warsaw","https://en.wikipedia.org/wiki/Micha%C5%82_Pazdan","Michał Pazdan","Legia Warsaw","https://en.wikipedia.org/wiki/Legia_Warsaw","Poland","https://www.wikidata.org/wiki/Q718231",2,"https://www.wikidata.org/wiki/Q193749","Q193749"
"Defender","1987-11-04",19,3,"Legia Warsaw","https://en.wikipedia.org/wiki/Artur_J%C4%99drzejczyk","Artur Jędrzejczyk","Legia Warsaw","https://en.wikipedia.org/wiki/Legia_Warsaw","Poland","https://www.wikidata.org/wiki/Q2011808",2,"https://www.wikidata.org/wiki/Q193749","Q193749"
"Defender","1986-04-21",6,0,"Palermo","https://en.wikipedia.org/wiki/Thiago_Cionek","Thiago Cionek","U.S. Città di Palermo","https://en.wikipedia.org/wiki/U.S._Citt%C3%A0_di_Palermo","Poland","https://www.wikidata.org/wiki/Q1493831",2,"https://www.wikidata.org/wiki/Q2674","Q2674"
"Midfield","1987-05-23",16,1,"Wisła Kraków","https://en.wikipedia.org/wiki/Krzysztof_M%C4%85czy%C5%84ski","Krzysztof Mączyński","Wisła Kraków","https://en.wikipedia.org/wiki/Wis%C5%82a_Krak%C3%B3w","Poland","https://www.wikidata.org/wiki/Q3200056",3,"https://www.wikidata.org/wiki/Q190943","Q190943"
"Midfield","1985-09-08",44,1,"Legia Warsaw","https://en.wikipedia.org/wiki/Tomasz_Jod%C5%82owiec","Tomasz Jodłowiec","Legia Warsaw","https://en.wikipedia.org/wiki/Legia_Warsaw","Poland","https://www.wikidata.org/wiki/Q1373957",3,"https://www.wikidata.org/wiki/Q193749","Q193749"
"Forward","1994-02-28",26,10,"Ajax","https://en.wikipedia.org/wiki/Arkadiusz_Milik","Arkadiusz Milik","AFC Ajax","https://en.wikipedia.org/wiki/AFC_Ajax","Poland","https://www.wikidata.org/wiki/Q137231",4,"https://www.wikidata.org/wiki/Q81888","Q81888"
"Midfield","1995-02-02",10,1,"Lech Poznań","https://en.wikipedia.org/wiki/Karol_Linetty","Karol Linetty","Lech Poznań","https://en.wikipedia.org/wiki/Lech_Pozna%C5%84","Poland","https://www.wikidata.org/wiki/Q6373051",3,"https://www.wikidata.org/wiki/Q52942","Q52942"
"Forward","1988-08-21",76,34,"Bayern Munich","https://en.wikipedia.org/wiki/Robert_Lewandowski","Robert Lewandowski","FC Bayern Munich","https://en.wikipedia.org/wiki/FC_Bayern_Munich","Poland","https://www.wikidata.org/wiki/Q151269",4,"https://www.wikidata.org/wiki/Q15789","Q15789"
"Midfield","1990-01-29",34,2,"Sevilla","https://en.wikipedia.org/wiki/Grzegorz_Krychowiak","Grzegorz Krychowiak","Sevilla FC","https://en.wikipedia.org/wiki/Sevilla_FC","Poland","https://www.wikidata.org/wiki/Q1354322",3,"https://www.wikidata.org/wiki/Q10329","Q10329"
"Midfield","1988-06-08",39,8,"Rennes","https://en.wikipedia.org/wiki/Kamil_Grosicki","Kamil Grosicki","Stade Rennais F.C.","https://en.wikipedia.org/wiki/Stade_Rennais_F.C.","Poland","https://www.wikidata.org/wiki/Q319884",3,"https://www.wikidata.org/wiki/Q19509","Q19509"
"Goalkeeper","1980-02-20",63,0,"AFC Bournemouth","https://en.wikipedia.org/wiki/Artur_Boruc","Artur Boruc","A.F.C. Bournemouth","https://en.wikipedia.org/wiki/A.F.C._Bournemouth","Poland","https://www.wikidata.org/wiki/Q207800",1,"https://www.wikidata.org/wiki/Q19568","Q19568"
"Forward","1995-05-12",3,0,"Ruch Chorzów","https://en.wikipedia.org/wiki/Mariusz_St%C4%99pi%C5%84ski","Mariusz Stępiński","Ruch Chorzów","https://en.wikipedia.org/wiki/Ruch_Chorz%C3%B3w","Poland","https://www.wikidata.org/wiki/Q1392512",4,"https://www.wikidata.org/wiki/Q301726","Q301726"
"Defender","1983-07-07",49,1,"Lechia Gdańsk","https://en.wikipedia.org/wiki/Jakub_Wawrzyniak","Jakub Wawrzyniak","Lechia Gdańsk","https://en.wikipedia.org/wiki/Lechia_Gda%C5%84sk","Poland","https://www.wikidata.org/wiki/Q263738",2,"https://www.wikidata.org/wiki/Q734785","Q734785"
"Defender","1988-02-03",41,3,"Torino","https://en.wikipedia.org/wiki/Kamil_Glik","Kamil Glik","Torino F.C.","https://en.wikipedia.org/wiki/Torino_F.C.","Poland","https://www.wikidata.org/wiki/Q63180",2,"https://www.wikidata.org/wiki/Q2768","Q2768"
"Midfield","1985-12-14",79,16,"Fiorentina","https://en.wikipedia.org/wiki/Jakub_B%C5%82aszczykowski","Jakub Błaszczykowski","ACF Fiorentina","https://en.wikipedia.org/wiki/ACF_Fiorentina","Poland","https://www.wikidata.org/wiki/Q151025",3,"https://www.wikidata.org/wiki/Q2052","Q2052"
"Midfield","1985-02-19",37,2,"Lechia Gdańsk","https://en.wikipedia.org/wiki/S%C5%82awomir_Peszko","Sławomir Peszko","Lechia Gdańsk","https://en.wikipedia.org/wiki/Lechia_Gda%C5%84sk","Poland","https://www.wikidata.org/wiki/Q402320",3,"https://www.wikidata.org/wiki/Q734785","Q734785"
"Defender","1991-05-01",8,0,"Cagliari","https://en.wikipedia.org/wiki/Bartosz_Salamon","Bartosz Salamon","Cagliari Calcio","https://en.wikipedia.org/wiki/Cagliari_Calcio","Poland","https://www.wikidata.org/wiki/Q2637408",2,"https://www.wikidata.org/wiki/Q1900","Q1900"
"Midfield","1994-05-20",15,3,"Empoli","https://en.wikipedia.org/wiki/Piotr_Zieli%C5%84ski","Piotr Zieliński","Empoli F.C.","https://en.wikipedia.org/wiki/Empoli_F.C.","Poland","https://www.wikidata.org/wiki/Q7197034",3,"https://www.wikidata.org/wiki/Q6703","Q6703"
"Defender","1985-06-03",46,2,"Borussia Dortmund","https://en.wikipedia.org/wiki/%C5%81ukasz_Piszczek","Łukasz Piszczek","Borussia Dortmund","https://en.wikipedia.org/wiki/Borussia_Dortmund","Poland","https://www.wikidata.org/wiki/Q153266",2,"https://www.wikidata.org/wiki/Q41420","Q41420"
"Midfield","1996-12-23",7,2,"Cracovia","https://en.wikipedia.org/wiki/Bartosz_Kapustka","Bartosz Kapustka","KS Cracovia (football)","https://en.wikipedia.org/wiki/KS_Cracovia_(football)","Poland","https://www.wikidata.org/wiki/Q17386152",3,"https://www.wikidata.org/wiki/Q279818","Q279818"
"Goalkeeper","1985-04-18",30,0,"Swansea City","https://en.wikipedia.org/wiki/%C5%81ukasz_Fabia%C5%84ski","Łukasz Fabiański","Swansea City A.F.C.","https://en.wikipedia.org/wiki/Swansea_City_A.F.C.","Poland","https://www.wikidata.org/wiki/Q40596",1,"https://www.wikidata.org/wiki/Q18659","Q18659"
"Midfield","1991-05-27",3,1,"Zagłębie Lubin","https://en.wikipedia.org/wiki/Filip_Starzy%C5%84ski","Filip Starzyński","Zagłębie Lubin","https://en.wikipedia.org/wiki/Zag%C5%82%C4%99bie_Lubin","Poland","https://www.wikidata.org/wiki/Q11698058",3,"https://www.wikidata.org/wiki/Q140497","Q140497"
"Goalkeeper","1984-07-12",11,0,"Hamilton Academical","https://en.wikipedia.org/wiki/Michael_McGovern","Michael McGovern","Hamilton Academical F.C.","https://en.wikipedia.org/wiki/Hamilton_Academical_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q3777702",1,"https://www.wikidata.org/wiki/Q498473","Q498473"
"Defender","1991-07-26",18,0,"Fleetwood Town","https://en.wikipedia.org/wiki/Conor_McLaughlin","Conor McLaughlin","Fleetwood Town F.C.","https://en.wikipedia.org/wiki/Fleetwood_Town_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q3687123",2,"https://www.wikidata.org/wiki/Q48941","Q48941"
"Midfield","1991-07-12",25,1,"Millwall","https://en.wikipedia.org/wiki/Shane_Ferguson","Shane Ferguson","Millwall F.C.","https://en.wikipedia.org/wiki/Millwall_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q969467",3,"https://www.wikidata.org/wiki/Q19487","Q19487"
"Defender","1979-12-05",61,7,"West Bromwich Albion","https://en.wikipedia.org/wiki/Gareth_McAuley","Gareth McAuley","West Bromwich Albion F.C.","https://en.wikipedia.org/wiki/West_Bromwich_Albion_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q933750",2,"https://www.wikidata.org/wiki/Q18744","Q18744"
"Defender","1988-01-03",49,1,"West Bromwich Albion","https://en.wikipedia.org/wiki/Jonny_Evans","Jonny Evans","West Bromwich Albion F.C.","https://en.wikipedia.org/wiki/West_Bromwich_Albion_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q29495",2,"https://www.wikidata.org/wiki/Q18744","Q18744"
"Defender","1982-02-25",78,0,"Fulham","https://en.wikipedia.org/wiki/Chris_Baird","Chris Baird","Fulham F.C.","https://en.wikipedia.org/wiki/Fulham_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q376237",2,"https://www.wikidata.org/wiki/Q18708","Q18708"
"Midfield","1987-07-20",42,2,"Aberdeen","https://en.wikipedia.org/wiki/Niall_McGinn","Niall McGinn","Aberdeen F.C.","https://en.wikipedia.org/wiki/Aberdeen_F.C.","Northern Ireland","https://www.wikidata.org/wiki/Q1352049",3,"https://www.wikidata.org/wiki/Q187326","Q187326"
