"position","date_of_birth","caps","goals","club","player_url","name","club_name_detailed","club_url","country","wikidata_item","position_id","club_wikidata_item","club_wikidata_id"
"Forward","1991-03-16",42,4,"Bayer Leverkusen","https://en.wikipedia.org/wiki/Admir_Mehmedi","Admir Mehmedi","Bayer 04 Leverkusen","https://en.wikipedia.org/wiki/Bayer_04_Leverkusen","Switzerland","https://www.wikidata.org/wiki/Q358862",4,"https://www.wikidata.org/wiki/Q104761","Q104761"
"Forward","1988-06-12",52,10,"Kasımpaşa","https://en.wikipedia.org/wiki/Eren_Derdiyok","Eren Derdiyok","Kasımpaşa Spor Kulübü","https://en.wikipedia.org/wiki/Kas%C4%B1mpa%C5%9Fa_Spor_Kul%C3%BCb%C3%BC","Switzerland","https://www.wikidata.org/wiki/Q215577",4,"https://www.wikidata.org/wiki/Q138230","Q138230"
"Defender","1987-01-18",60,2,"Hamburger SV","https://en.wikipedia.org/wiki/Johan_Djourou","Johan Djourou","Hamburger SV","https://en.wikipedia.org/wiki/Hamburger_SV","Switzerland","https://www.wikidata.org/wiki/Q215770",2,"https://www.wikidata.org/wiki/Q51974","Q51974"
"Goalkeeper","1990-11-14",5,0,"Borussia Dortmund","https://en.wikipedia.org/wiki/Roman_B%C3%BCrki","Roman Bürki","Borussia Dortmund","https://en.wikipedia.org/wiki/Borussia_Dortmund","Switzerland","https://www.wikidata.org/wiki/Q524870",1,"https://www.wikidata.org/wiki/Q41420","Q41420"
"Defender","1991-12-20",20,5,"1899 Hoffenheim","https://en.wikipedia.org/wiki/Fabian_Sch%C3%A4r","Fabian Schär","TSG 1899 Hoffenheim","https://en.wikipedia.org/wiki/TSG_1899_Hoffenheim","Switzerland","https://www.wikidata.org/wiki/Q673691",2,"https://www.wikidata.org/wiki/Q22707","Q22707"
"Midfield","1991-10-10",53,17,"Stoke City","https://en.wikipedia.org/wiki/Xherdan_Shaqiri","Xherdan Shaqiri","Stoke City F.C.","https://en.wikipedia.org/wiki/Stoke_City_F.C.","Switzerland","https://www.wikidata.org/wiki/Q252190",3,"https://www.wikidata.org/wiki/Q18736","Q18736"
"Goalkeeper","1987-04-19",59,0,"Manchester City","https://en.wikipedia.org/wiki/Joe_Hart","Joe Hart","Manchester City F.C.","https://en.wikipedia.org/wiki/Manchester_City_F.C.","England","https://www.wikidata.org/wiki/Q187184",1,"https://www.wikidata.org/wiki/Q50602","Q50602"
"Defender","1990-05-28",16,0,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Kyle_Walker","Kyle Walker","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","England","https://www.wikidata.org/wiki/Q59108",2,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Defender","1990-07-02",4,0,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Danny_Rose_(footballer,_born_1990)","Danny Rose","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","England","https://www.wikidata.org/wiki/Q83498",2,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Midfield","1986-01-04",60,1,"Liverpool","https://en.wikipedia.org/wiki/James_Milner","James Milner","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","England","https://www.wikidata.org/wiki/Q191136",3,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Defender","1985-12-19",43,3,"Chelsea","https://en.wikipedia.org/wiki/Gary_Cahill","Gary Cahill","Chelsea F.C.","https://en.wikipedia.org/wiki/Chelsea_F.C.","England","https://www.wikidata.org/wiki/Q223827",2,"https://www.wikidata.org/wiki/Q9616","Q9616"
"Defender","1989-11-22",25,1,"Manchester United","https://en.wikipedia.org/wiki/Chris_Smalling","Chris Smalling","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","England","https://www.wikidata.org/wiki/Q29491",2,"https://www.wikidata.org/wiki/Q18656","Q18656"
"Midfield","1994-12-08",23,2,"Manchester City","https://en.wikipedia.org/wiki/Raheem_Sterling","Raheem Sterling","Manchester City F.C.","https://en.wikipedia.org/wiki/Manchester_City_F.C.","England","https://www.wikidata.org/wiki/Q312157",3,"https://www.wikidata.org/wiki/Q50602","Q50602"
"Midfield","1988-05-10",23,0,"Liverpool","https://en.wikipedia.org/wiki/Adam_Lallana","Adam Lallana","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","England","https://www.wikidata.org/wiki/Q59719",3,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Forward","1993-07-28",12,5,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Harry_Kane","Harry Kane","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","England","https://www.wikidata.org/wiki/Q969725",4,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Forward","1985-10-24",111,52,"Manchester United","https://en.wikipedia.org/wiki/Wayne_Rooney","Wayne Rooney","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","England","https://www.wikidata.org/wiki/Q266613",4,"https://www.wikidata.org/wiki/Q18656","Q18656"
"Forward","1987-01-11",8,3,"Leicester City","https://en.wikipedia.org/wiki/Jamie_Vardy","Jamie Vardy","Leicester City F.C.","https://en.wikipedia.org/wiki/Leicester_City_F.C.","England","https://www.wikidata.org/wiki/Q6147586",4,"https://www.wikidata.org/wiki/Q19481","Q19481"
"Defender","1991-04-05",12,0,"Liverpool","https://en.wikipedia.org/wiki/Nathaniel_Clyne","Nathaniel Clyne","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","England","https://www.wikidata.org/wiki/Q714067",2,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Goalkeeper","1988-03-17",6,0,"Southampton","https://en.wikipedia.org/wiki/Fraser_Forster","Fraser Forster","Southampton F.C.","https://en.wikipedia.org/wiki/Southampton_F.C.","England","https://www.wikidata.org/wiki/Q348813",1,"https://www.wikidata.org/wiki/Q18732","Q18732"
"Midfield","1990-06-17",26,0,"Liverpool","https://en.wikipedia.org/wiki/Jordan_Henderson","Jordan Henderson","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","England","https://www.wikidata.org/wiki/Q273715",3,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Forward","1989-09-01",18,5,"Liverpool","https://en.wikipedia.org/wiki/Daniel_Sturridge","Daniel Sturridge","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","England","https://www.wikidata.org/wiki/Q222231",4,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Defender","1994-05-28",10,0,"Everton","https://en.wikipedia.org/wiki/John_Stones","John Stones","Everton F.C.","https://en.wikipedia.org/wiki/Everton_F.C.","England","https://www.wikidata.org/wiki/Q2025900",2,"https://www.wikidata.org/wiki/Q5794","Q5794"
"Midfield","1994-01-15",7,1,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Eric_Dier","Eric Dier","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","England","https://www.wikidata.org/wiki/Q1439915",3,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Midfield","1992-01-01",31,2,"Arsenal","https://en.wikipedia.org/wiki/Jack_Wilshere","Jack Wilshere","Arsenal F.C.","https://en.wikipedia.org/wiki/Arsenal_F.C.","England","https://www.wikidata.org/wiki/Q15199",3,"https://www.wikidata.org/wiki/Q9617","Q9617"
"Midfield","1993-12-05",22,2,"Everton","https://en.wikipedia.org/wiki/Ross_Barkley","Ross Barkley","Everton F.C.","https://en.wikipedia.org/wiki/Everton_F.C.","England","https://www.wikidata.org/wiki/Q326240",3,"https://www.wikidata.org/wiki/Q5794","Q5794"
"Midfield","1996-04-11",8,1,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Dele_Alli","Dele Alli","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","England","https://www.wikidata.org/wiki/Q10553748",3,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Defender","1989-08-05",8,0,"Southampton","https://en.wikipedia.org/wiki/Ryan_Bertrand","Ryan Bertrand","Southampton F.C.","https://en.wikipedia.org/wiki/Southampton_F.C.","England","https://www.wikidata.org/wiki/Q296391",2,"https://www.wikidata.org/wiki/Q18732","Q18732"
"Forward","1997-10-31",1,1,"Manchester United","https://en.wikipedia.org/wiki/Marcus_Rashford","Marcus Rashford","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","England","https://www.wikidata.org/wiki/Q22951255",4,"https://www.wikidata.org/wiki/Q18656","Q18656"
"Goalkeeper","1986-04-15",1,0,"Burnley","https://en.wikipedia.org/wiki/Tom_Heaton","Tom Heaton","Burnley F.C.","https://en.wikipedia.org/wiki/Burnley_F.C.","England","https://www.wikidata.org/wiki/Q357912",1,"https://www.wikidata.org/wiki/Q19458","Q19458"
"Goalkeeper","1986-04-08",86,0,"CSKA Moscow","https://en.wikipedia.org/wiki/Igor_Akinfeev","Igor Akinfeev","PFC CSKA Moscow","https://en.wikipedia.org/wiki/PFC_CSKA_Moscow","Russia","https://www.wikidata.org/wiki/Q203002",1,"https://www.wikidata.org/wiki/Q176371","Q176371"
"Defender","1987-01-27",10,0,"Lokomotiv Moscow","https://en.wikipedia.org/wiki/Roman_Shishkin","Roman Shishkin","FC Lokomotiv Moscow","https://en.wikipedia.org/wiki/FC_Lokomotiv_Moscow","Russia","https://www.wikidata.org/wiki/Q645750",2,"https://www.wikidata.org/wiki/Q29115","Q29115"
"Defender","1988-08-08",12,0,"Zenit Saint Petersburg","https://en.wikipedia.org/wiki/Igor_Smolnikov","Igor Smolnikov","FC Zenit Saint Petersburg","https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg","Russia","https://www.wikidata.org/wiki/Q2894444",2,"https://www.wikidata.org/wiki/Q29108","Q29108"
"Defender","1979-07-14",115,8,"CSKA Moscow","https://en.wikipedia.org/wiki/Sergei_Ignashevich","Sergei Ignashevich","PFC CSKA Moscow","https://en.wikipedia.org/wiki/PFC_CSKA_Moscow","Russia","https://www.wikidata.org/wiki/Q213980",2,"https://www.wikidata.org/wiki/Q176371","Q176371"
"Defender","1988-02-18",0,0,"Schalke 04","https://en.wikipedia.org/wiki/Roman_Neust%C3%A4dter","Roman Neustädter","FC Schalke 04","https://en.wikipedia.org/wiki/FC_Schalke_04","Russia","https://www.wikidata.org/wiki/Q26233",2,"https://www.wikidata.org/wiki/Q32494","Q32494"
"Defender","1982-06-20",57,0,"CSKA Moscow","https://en.wikipedia.org/wiki/Aleksei_Berezutski","Aleksei Berezutski","PFC CSKA Moscow","https://en.wikipedia.org/wiki/PFC_CSKA_Moscow","Russia","https://www.wikidata.org/wiki/Q213011",2,"https://www.wikidata.org/wiki/Q176371","Q176371"
"Midfield","1989-09-01",2,0,"Zenit Saint Petersburg","https://en.wikipedia.org/wiki/Artur_Rimovich_Yusupov","Artur Rimovich Yusupov","FC Zenit Saint Petersburg","https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg","Russia","https://www.wikidata.org/wiki/Q3624488",3,"https://www.wikidata.org/wiki/Q29108","Q29108"
"Midfield","1987-01-27",42,4,"Spartak Moscow","https://en.wikipedia.org/wiki/Denis_Glushakov","Denis Glushakov","FC Spartak Moscow","https://en.wikipedia.org/wiki/FC_Spartak_Moscow","Russia","https://www.wikidata.org/wiki/Q314386",3,"https://www.wikidata.org/wiki/Q29112","Q29112"
"Forward","1991-03-19",37,11,"Zenit Saint Petersburg","https://en.wikipedia.org/wiki/Aleksandr_Kokorin","Aleksandr Kokorin","FC Zenit Saint Petersburg","https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg","Russia","https://www.wikidata.org/wiki/Q39233",4,"https://www.wikidata.org/wiki/Q29108","Q29108"
"Forward","1990-02-05",12,5,"Krasnodar","https://en.wikipedia.org/wiki/Fyodor_Smolov","Fyodor Smolov","FC Krasnodar","https://en.wikipedia.org/wiki/FC_Krasnodar","Russia","https://www.wikidata.org/wiki/Q1883203",4,"https://www.wikidata.org/wiki/Q220854","Q220854"
"Midfield","1988-09-17",10,0,"Krasnodar","https://en.wikipedia.org/wiki/Pavel_Mamayev","Pavel Mamayev","FC Krasnodar","https://en.wikipedia.org/wiki/FC_Krasnodar","Russia","https://www.wikidata.org/wiki/Q1332571",3,"https://www.wikidata.org/wiki/Q220854","Q220854"
"Goalkeeper","1990-05-26",10,0,"Zenit Saint Petersburg","https://en.wikipedia.org/wiki/Yuri_Lodygin","Yuri Lodygin","FC Zenit Saint Petersburg","https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg","Russia","https://www.wikidata.org/wiki/Q12875294",1,"https://www.wikidata.org/wiki/Q29108","Q29108"
"Midfield","1996-05-30",3,2,"CSKA Moscow","https://en.wikipedia.org/wiki/Aleksandr_Golovin_(footballer)","Aleksandr Golovin","PFC CSKA Moscow","https://en.wikipedia.org/wiki/PFC_CSKA_Moscow","Russia","https://www.wikidata.org/wiki/Q15065431",3,"https://www.wikidata.org/wiki/Q176371","Q176371"
"Defender","1982-06-20",93,4,"CSKA Moscow","https://en.wikipedia.org/wiki/Vasili_Berezutski","Vasili Berezutski","PFC CSKA Moscow","https://en.wikipedia.org/wiki/PFC_CSKA_Moscow","Russia","https://www.wikidata.org/wiki/Q311349",2,"https://www.wikidata.org/wiki/Q176371","Q176371"
"Midfield","1981-07-06",53,13,"CSKA Moscow","https://en.wikipedia.org/wiki/Roman_Shirokov","Roman Shirokov","PFC CSKA Moscow","https://en.wikipedia.org/wiki/PFC_CSKA_Moscow","Russia","https://www.wikidata.org/wiki/Q206607",3,"https://www.wikidata.org/wiki/Q176371","Q176371"
"Goalkeeper","1985-12-12",1,0,"Lokomotiv Moscow","https://en.wikipedia.org/wiki/Guilherme_Marinato","Guilherme Marinato","FC Lokomotiv Moscow","https://en.wikipedia.org/wiki/FC_Lokomotiv_Moscow","Russia","https://www.wikidata.org/wiki/Q969901",1,"https://www.wikidata.org/wiki/Q29115","Q29115"
"Midfield","1990-06-29",21,2,"Zenit Saint Petersburg","https://en.wikipedia.org/wiki/Oleg_Shatov","Oleg Shatov","FC Zenit Saint Petersburg","https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg","Russia","https://www.wikidata.org/wiki/Q2037238",3,"https://www.wikidata.org/wiki/Q29108","Q29108"
"Midfield","1986-08-04",3,0,"Terek Grozny","https://en.wikipedia.org/wiki/Oleg_Ivanov","Oleg Ivanov","FC Terek Grozny","https://en.wikipedia.org/wiki/FC_Terek_Grozny","Russia","https://www.wikidata.org/wiki/Q519006",3,"https://www.wikidata.org/wiki/Q240444","Q240444"
"Midfield","1984-07-19",28,3,"Lokomotiv Moscow","https://en.wikipedia.org/wiki/Aleksandr_Samedov","Aleksandr Samedov","FC Lokomotiv Moscow","https://en.wikipedia.org/wiki/FC_Lokomotiv_Moscow","Russia","https://www.wikidata.org/wiki/Q2416149",3,"https://www.wikidata.org/wiki/Q29115","Q29115"
"Midfield","1984-04-28",28,2,"Krasnodar","https://en.wikipedia.org/wiki/Dmitri_Torbinski","Dmitri Torbinski","FC Krasnodar","https://en.wikipedia.org/wiki/FC_Krasnodar","Russia","https://www.wikidata.org/wiki/Q294877",3,"https://www.wikidata.org/wiki/Q220854","Q220854"
"Defender","1991-04-27",7,0,"CSKA Moscow","https://en.wikipedia.org/wiki/Georgi_Shchennikov","Georgi Shchennikov","PFC CSKA Moscow","https://en.wikipedia.org/wiki/PFC_CSKA_Moscow","Russia","https://www.wikidata.org/wiki/Q246680",2,"https://www.wikidata.org/wiki/Q176371","Q176371"
"Forward","1988-08-22",16,8,"Zenit Saint Petersburg","https://en.wikipedia.org/wiki/Artem_Dzyuba","Artem Dzyuba","FC Zenit Saint Petersburg","https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg","Russia","https://www.wikidata.org/wiki/Q713439",4,"https://www.wikidata.org/wiki/Q29108","Q29108"
"Defender","1987-01-22",38,2,"Spartak Moscow","https://en.wikipedia.org/wiki/Dmitri_Kombarov","Dmitri Kombarov","FC Spartak Moscow","https://en.wikipedia.org/wiki/FC_Spartak_Moscow","Russia","https://www.wikidata.org/wiki/Q275512",2,"https://www.wikidata.org/wiki/Q29112","Q29112"
"Goalkeeper","1987-01-24",57,0,"Crystal Palace","https://en.wikipedia.org/wiki/Wayne_Hennessey","Wayne Hennessey","Crystal Palace F.C.","https://en.wikipedia.org/wiki/Crystal_Palace_F.C.","Wales","https://www.wikidata.org/wiki/Q138839",1,"https://www.wikidata.org/wiki/Q19467","Q19467"
"Defender","1989-07-21",67,0,"Reading","https://en.wikipedia.org/wiki/Chris_Gunter","Chris Gunter","Reading F.C.","https://en.wikipedia.org/wiki/Reading_F.C.","Wales","https://www.wikidata.org/wiki/Q470751",2,"https://www.wikidata.org/wiki/Q18729","Q18729"
"Defender","1989-02-07",28,0,"Swansea City","https://en.wikipedia.org/wiki/Neil_Taylor_(footballer)","Neil Taylor","Swansea City A.F.C.","https://en.wikipedia.org/wiki/Swansea_City_A.F.C.","Wales","https://www.wikidata.org/wiki/Q1191188",2,"https://www.wikidata.org/wiki/Q18659","Q18659"
"Defender","1993-04-24",20,0,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Ben_Davies_(footballer,_born_1993)","Ben Davies","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","Wales","https://www.wikidata.org/wiki/Q93555",2,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Defender","1989-01-23",11,0,"West Bromwich Albion","https://en.wikipedia.org/wiki/James_Chester","James Chester","West Bromwich Albion F.C.","https://en.wikipedia.org/wiki/West_Bromwich_Albion_F.C.","Wales","https://www.wikidata.org/wiki/Q546799",2,"https://www.wikidata.org/wiki/Q18744","Q18744"
"Defender","1984-08-23",59,1,"Swansea City","https://en.wikipedia.org/wiki/Ashley_Williams_(footballer)","Ashley Williams","Swansea City A.F.C.","https://en.wikipedia.org/wiki/Swansea_City_A.F.C.","Wales","https://www.wikidata.org/wiki/Q528983",2,"https://www.wikidata.org/wiki/Q18659","Q18659"
"Midfield","1990-03-14",25,0,"Liverpool","https://en.wikipedia.org/wiki/Joe_Allen_(footballer,_born_1990)","Joe Allen","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Wales","https://www.wikidata.org/wiki/Q313250",3,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Midfield","1988-10-29",33,2,"Leicester City","https://en.wikipedia.org/wiki/Andy_King_(footballer,_born_1988)","Andy King","Leicester City F.C.","https://en.wikipedia.org/wiki/Leicester_City_F.C.","Wales","https://www.wikidata.org/wiki/Q526445",3,"https://www.wikidata.org/wiki/Q19481","Q19481"
"Forward","1989-05-21",30,2,"Reading","https://en.wikipedia.org/wiki/Hal_Robson-Kanu","Hal Robson-Kanu","Reading F.C.","https://en.wikipedia.org/wiki/Reading_F.C.","Wales","https://www.wikidata.org/wiki/Q2623887",4,"https://www.wikidata.org/wiki/Q18729","Q18729"
"Midfield","1990-12-26",39,10,"Arsenal","https://en.wikipedia.org/wiki/Aaron_Ramsey","Aaron Ramsey","Arsenal F.C.","https://en.wikipedia.org/wiki/Arsenal_F.C.","Wales","https://www.wikidata.org/wiki/Q213427",3,"https://www.wikidata.org/wiki/Q9617","Q9617"
"Forward","1989-07-16",55,19,"Real Madrid","https://en.wikipedia.org/wiki/Gareth_Bale","Gareth Bale","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Wales","https://www.wikidata.org/wiki/Q184586",4,"https://www.wikidata.org/wiki/Q8682","Q8682"
"Goalkeeper","1987-03-17",1,0,"Inverness Caledonian Thistle","https://en.wikipedia.org/wiki/Owain_F%C3%B4n_Williams","Owain Fôn Williams","Inverness Caledonian Thistle F.C.","https://en.wikipedia.org/wiki/Inverness_Caledonian_Thistle_F.C.","Wales","https://www.wikidata.org/wiki/Q7114242",1,"https://www.wikidata.org/wiki/Q309059","Q309059"
"Forward","1995-09-07",7,0,"Gillingham","https://en.wikipedia.org/wiki/George_Williams_(footballer,_born_1995)","George Williams","Gillingham F.C.","https://en.wikipedia.org/wiki/Gillingham_F.C.","Wales","https://www.wikidata.org/wiki/Q5546374",4,"https://www.wikidata.org/wiki/Q48943","Q48943"
"Midfield","1986-02-03",32,3,"Wolverhampton Wanderers","https://en.wikipedia.org/wiki/David_Edwards_(footballer)","David Edwards","Wolverhampton Wanderers F.C.","https://en.wikipedia.org/wiki/Wolverhampton_Wanderers_F.C.","Wales","https://www.wikidata.org/wiki/Q934766",3,"https://www.wikidata.org/wiki/Q19500","Q19500"
"Defender","1991-04-12",9,0,"Fulham","https://en.wikipedia.org/wiki/Jazz_Richards","Jazz Richards","Fulham F.C.","https://en.wikipedia.org/wiki/Fulham_F.C.","Wales","https://www.wikidata.org/wiki/Q2463858",2,"https://www.wikidata.org/wiki/Q18708","Q18708"
"Midfield","1987-01-23",61,4,"Crystal Palace","https://en.wikipedia.org/wiki/Joe_Ledley","Joe Ledley","Crystal Palace F.C.","https://en.wikipedia.org/wiki/Crystal_Palace_F.C.","Wales","https://www.wikidata.org/wiki/Q370527",3,"https://www.wikidata.org/wiki/Q19467","Q19467"
"Forward","1987-12-04",23,2,"Birmingham City","https://en.wikipedia.org/wiki/David_Cotterill","David Cotterill","Birmingham City F.C.","https://en.wikipedia.org/wiki/Birmingham_City_F.C.","Wales","https://www.wikidata.org/wiki/Q971539",4,"https://www.wikidata.org/wiki/Q19444","Q19444"
"Forward","1989-10-21",40,6,"Burnley","https://en.wikipedia.org/wiki/Sam_Vokes","Sam Vokes","Burnley F.C.","https://en.wikipedia.org/wiki/Burnley_F.C.","Wales","https://www.wikidata.org/wiki/Q930371",4,"https://www.wikidata.org/wiki/Q19458","Q19458"
"Defender","1983-08-23",47,3,"West Ham United","https://en.wikipedia.org/wiki/James_Collins_(footballer,_born_1983)","James Collins","West Ham United F.C.","https://en.wikipedia.org/wiki/West_Ham_United_F.C.","Wales","https://www.wikidata.org/wiki/Q158980",2,"https://www.wikidata.org/wiki/Q18747","Q18747"
"Midfield","1993-10-09",12,0,"Milton Keynes Dons","https://en.wikipedia.org/wiki/Jonny_Williams","Jonny Williams","Milton Keynes Dons","https://en.wikipedia.org/wiki/Milton_Keynes_Dons","Wales","https://www.wikidata.org/wiki/Q2066985",3,"https://www.wikidata.org/wiki/Q248188","Q248188"
"Goalkeeper","1993-06-22",2,0,"Liverpool","https://en.wikipedia.org/wiki/Danny_Ward_(footballer,_born_1993)","Danny Ward","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Wales","https://www.wikidata.org/wiki/Q20128169",1,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Midfield","1983-02-18",42,1,"Nottingham Forest","https://en.wikipedia.org/wiki/David_Vaughan_(footballer)","David Vaughan","Nottingham Forest F.C.","https://en.wikipedia.org/wiki/Nottingham_Forest_F.C.","Wales","https://www.wikidata.org/wiki/Q126444",3,"https://www.wikidata.org/wiki/Q19490","Q19490"
"Forward","1988-12-10",36,3,"Aberdeen","https://en.wikipedia.org/wiki/Simon_Church","Simon Church","Aberdeen F.C.","https://en.wikipedia.org/wiki/Aberdeen_F.C.","Wales","https://www.wikidata.org/wiki/Q2635045",4,"https://www.wikidata.org/wiki/Q187326","Q187326"
"Goalkeeper","1982-12-05",46,0,"Slovan Bratislava","https://en.wikipedia.org/wiki/J%C3%A1n_Mucha","Ján Mucha","ŠK Slovan Bratislava","https://en.wikipedia.org/wiki/%C5%A0K_Slovan_Bratislava","Slovakia","https://www.wikidata.org/wiki/Q201394",1,"https://www.wikidata.org/wiki/Q192253","Q192253"
"Defender","1986-10-30",67,2,"Hertha BSC","https://en.wikipedia.org/wiki/Peter_Pekar%C3%ADk","Peter Pekarík","Hertha BSC","https://en.wikipedia.org/wiki/Hertha_BSC","Slovakia","https://www.wikidata.org/wiki/Q161082",2,"https://www.wikidata.org/wiki/Q102720","Q102720"
"Defender","1984-12-15",81,5,"Liverpool","https://en.wikipedia.org/wiki/Martin_%C5%A0krtel","Martin Škrtel","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Slovakia","https://www.wikidata.org/wiki/Q192913",2,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Defender","1981-12-10",79,4,"Lokomotiv Moscow","https://en.wikipedia.org/wiki/J%C3%A1n_%C4%8Eurica","Ján Ďurica","FC Lokomotiv Moscow","https://en.wikipedia.org/wiki/FC_Lokomotiv_Moscow","Slovakia","https://www.wikidata.org/wiki/Q318524",2,"https://www.wikidata.org/wiki/Q29115","Q29115"
"Defender","1992-07-03",13,0,"Roma","https://en.wikipedia.org/wiki/Norbert_Gy%C3%B6mb%C3%A9r","Norbert Gyömbér","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Slovakia","https://www.wikidata.org/wiki/Q3808761",2,"https://www.wikidata.org/wiki/Q2739","Q2739"
"Midfield","1991-01-29",7,0,"Baumit Jablonec","https://en.wikipedia.org/wiki/J%C3%A1n_Gregu%C5%A1","Ján Greguš","FK Baumit Jablonec","https://en.wikipedia.org/wiki/FK_Baumit_Jablonec","Slovakia","https://www.wikidata.org/wiki/Q1989551",3,"https://www.wikidata.org/wiki/Q425599","Q425599"
"Midfield","1989-11-30",52,4,"Al-Gharafa","https://en.wikipedia.org/wiki/Vladim%C3%ADr_Weiss_(footballer,_born_1989)","Vladimír Weiss","Al-Gharafa Sports Club","https://en.wikipedia.org/wiki/Al-Gharafa_Sports_Club","Slovakia","https://www.wikidata.org/wiki/Q217507",3,"https://www.wikidata.org/wiki/Q428211","Q428211"
"Midfield","1994-12-05",11,1,"Legia Warsaw","https://en.wikipedia.org/wiki/Ondrej_Duda","Ondrej Duda","Legia Warsaw","https://en.wikipedia.org/wiki/Legia_Warsaw","Slovakia","https://www.wikidata.org/wiki/Q6643086",3,"https://www.wikidata.org/wiki/Q193749","Q193749"
"Forward","1982-12-16",65,13,"Ferencváros","https://en.wikipedia.org/wiki/Stanislav_%C5%A0est%C3%A1k","Stanislav Šesták","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Slovakia","https://www.wikidata.org/wiki/Q315327",4,"https://www.wikidata.org/wiki/Q208396","Q208396"
"Midfield","1989-10-19",54,6,"Bursaspor","https://en.wikipedia.org/wiki/Miroslav_Stoch","Miroslav Stoch","Bursaspor","https://en.wikipedia.org/wiki/Bursaspor","Slovakia","https://www.wikidata.org/wiki/Q299515",3,"https://www.wikidata.org/wiki/Q203573","Q203573"
"Forward","1985-09-02",22,6,"Willem II","https://en.wikipedia.org/wiki/Adam_Nemec","Adam Nemec","Willem II (football club)","https://en.wikipedia.org/wiki/Willem_II_(football_club)","Slovakia","https://www.wikidata.org/wiki/Q350516",4,"https://www.wikidata.org/wiki/Q332664","Q332664"
"Goalkeeper","1983-11-29",3,0,"Rapid Wien","https://en.wikipedia.org/wiki/J%C3%A1n_Novota","Ján Novota","SK Rapid Wien","https://en.wikipedia.org/wiki/SK_Rapid_Wien","Slovakia","https://www.wikidata.org/wiki/Q767324",1,"https://www.wikidata.org/wiki/Q131215","Q131215"
"Midfield","1992-04-22",12,0,"Viktoria Plzeň","https://en.wikipedia.org/wiki/Patrik_Hro%C5%A1ovsk%C3%BD","Patrik Hrošovský","FC Viktoria Plzeň","https://en.wikipedia.org/wiki/FC_Viktoria_Plze%C5%88","Slovakia","https://www.wikidata.org/wiki/Q7147912",3,"https://www.wikidata.org/wiki/Q206838","Q206838"
